year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2023,4,権利関係,民法/相殺,ＡがＢに対して貸金債権である甲債権を、ＢがＡに対して貸金債権である乙債権 をそれぞれ有している場合において、民法の規定及び判例によれば、次のアからエまでの記述 のうち、Ａが一方的な意思表示により甲債権と乙債権とを対当額にて相殺できないものを全て 掲げたものは、次の 1 から 4 のうちどれか。なお、いずれの債権も相殺を禁止し又は制限する 旨の意思表示はされていないものとする。 ア　弁済期の定めのない甲債権と、弁済期到来前に、ＡがＢに対して期限の利益を放棄する旨 の意思表示をした乙債権 イ　弁済期が到来している甲債権と、弁済期の定めのない乙債権 ウ　弁済期の定めのない甲債権と、弁済期が到来している乙債権 エ　弁済期が到来していない甲債権と、弁済期が到来している乙債権,ア、イ、ウ,イ、ウ,ウ、エ,エ,,3,R5;権利関係;民法/相殺
2023,5,権利関係,民法/不在者財産管理,従来の住所又は居所を去った者（以下この問において「不在者」という。）の財 産の管理に関する次の記述のうち、民法の規定及び判例によれば、正しいものはどれか。なお、 この問において「管理人」とは、不在者の財産の管理人をいうものとする。,不在者が管理人を置かなかったときは、当該不在者の生死が 7 年間明らかでない場合に限 り、家庭裁判所は、利害関係人又は検察官の請求により、その財産の管理について必要な処 分を命ずることができる。,不在者が管理人を置いた場合において、その不在者の生死が明らかでないときは、家庭裁 判所は、利害関係人又は検察官から請求があったとしても管理人を改任することはできない。,家庭裁判所により選任された管理人は、不在者を被告とする建物収去土地明渡請求を認容 した第一審判決に対して控訴を提起するには、家庭裁判所の許可が必要である。,家庭裁判所により選任された管理人は、保存行為として不在者の自宅を修理することがで きるほか、家庭裁判所の許可を得てこれを売却することができる。,,3,R5;権利関係;民法/不在者財産管理
2023,6,権利関係,民法/取得時効,Ａ所有の甲土地について、Ｂが所有の意思をもって平穏にかつ公然と時効取得に 必要な期間占有を継続した場合に関する次の記述のうち、民法の規定及び判例によれば、正し いものはいくつあるか。 ア　ＡがＣに対して甲土地を売却し、Ｃが所有権移転登記を備えた後にＢの取得時効が完成し た場合には、Ｂは登記を備えていなくても、甲土地の所有権の時効取得をＣに対抗すること ができる。 イ　Ｂの取得時効が完成した後に、ＡがＤに対して甲土地を売却しＤが所有権移転登記を備え、 Ｂが、Ｄの登記の日から所有の意思をもって平穏にかつ公然と時効取得に必要な期間占有を 継続した場合、所有権移転登記を備えていなくても、甲土地の所有権の時効取得をＤに対抗 することができる。 ウ　Ｂの取得時効完成後、Ｂへの所有権移転登記がなされないままＥがＡを債務者として甲土 地にＡから抵当権の設定を受けて抵当権設定登記をした場合において、Ｂがその後引き続き 所有の意思をもって平穏にかつ公然と時効取得に必要な期間占有を継続した場合、特段の事 情がない限り、再度の時効取得により、Ｂは甲土地の所有権を取得し、Ｅの抵当権は消滅す る。,一つ,二つ,三つ,なし,,3,R5;権利関係;民法/取得時効
2023,7,権利関係,民法/配偶者居住権,甲建物を所有するＡが死亡し、Ａの配偶者Ｂが甲建物の配偶者居住権を、Ａの子 Ｃが甲建物の所有権をそれぞれ取得する旨の遺産分割協議が成立した場合に関する次の記述の うち、民法の規定によれば、正しいものはどれか。,遺産分割協議において、Ｂの配偶者居住権の存続期間が定められなかった場合、配偶者居 住権の存続期間は 20 年となる。,Ｂが高齢となり、バリアフリーのマンションに転居するための資金が必要になった場合、 Ｂは、Ｃの承諾を得ずに甲建物を第三者Ｄに賃貸することができる。,Ｃには、Ｂに対し、配偶者居住権の設定の登記を備えさせる義務がある。,Ｃは、甲建物の通常の必要費を負担しなければならない。,,3,R5;権利関係;民法/配偶者居住権
2023,8,権利関係,民法/制限行為能力（未成年）,未成年者Ａが、法定代理人Ｂの同意を得ずに、Ｃから甲建物を買い受ける契約 （以下この問において「本件売買契約」という。）を締結した場合における次の記述のうち、民 法の規定によれば、正しいものはどれか。なお、Ａに処分を許された財産はなく、Ａは、営業 を許されてはいないものとする。,ＡがＢの同意を得ずに制限行為能力を理由として本件売買契約を取り消した場合、Ｂは、 自己が本件売買契約の取消しに同意していないことを理由に、Ａの当該取消しの意思表示を 取り消すことができる。,本件売買契約締結時にＡが未成年者であることにつきＣが善意無過失であった場合、Ｂは、 Ａの制限行為能力を理由として、本件売買契約を取り消すことはできない。,本件売買契約につき、取消しがなされないままＡが成年に達した場合、本件売買契約につ いてＢが反対していたとしても、自らが取消権を有すると知ったＡは、本件売買契約を追認 することができ、追認後は本件売買契約を取り消すことはできなくなる。,本件売買契約につき、Ｂが追認しないまま、Ａが成年に達する前にＢの同意を得ずに甲建 物をＤに売却した場合、ＢがＤへの売却について追認していないときでも、Ａは制限行為能 力を理由として、本件売買契約を取り消すことはできなくなる。,,3,R5;権利関係;民法/制限行為能力（未成年）
2023,9,権利関係,民法/賃貸借・修繕,Ａを貸主、Ｂを借主として甲建物の賃貸借契約が令和 5 年 7 月 1 日に締結された 場合の甲建物の修繕に関する次の記述のうち、民法の規定によれば、誤っているものはどれか。,甲建物の修繕が必要であることを、Ａが知ったにもかかわらず、Ａが相当の期間内に必要 な修繕をしないときは、Ｂは甲建物の修繕をすることができる。,甲建物の修繕が必要である場合において、ＢがＡに修繕が必要である旨を通知したにもか かわらず、Ａが必要な修繕を直ちにしないときは、Ｂは甲建物の修繕をすることができる。,Ｂの責めに帰すべき事由によって甲建物の修繕が必要となった場合は、Ａは甲建物を修繕 する義務を負わない。,甲建物の修繕が必要である場合において、急迫の事情があるときは、Ｂは甲建物の修繕を することができる。,,3,R5;権利関係;民法/賃貸借・修繕
2023,10,権利関係,民法/抵当権順位・配当,"債務者Ａが所有する甲土地には、債権者Ｂが一番抵当権（債権額 1,000 万円）、 債権者Ｃが二番抵当権（債権額 1,200 万円）、債権者Ｄが三番抵当権（債権額 2,000 万円）を それぞれ有しているが、ＢがＤの利益のため、Ａの承諾を得て抵当権の順位を放棄した。甲土 地の競売に基づく売却代金が 2,400 万円であった場合、Ｂの受ける配当額として、民法の規定 によれば、正しいものはどれか。",0 円,200 万円,400 万円,800 万円,,3,R5;権利関係;民法/抵当権順位・配当
2023,11,法令上の制限,借地借家法/借地,ＡがＢとの間で、Ａ所有の甲土地につき建物所有目的で期間を 50 年とする賃貸 借契約（以下この問において「本件契約」という。）を締結する場合に関する次の記述のうち、 借地借家法の規定及び判例によれば、正しいものはどれか。,本件契約に、当初の 10 年間は地代を減額しない旨の特約を定めた場合、その期間内は、 ＢはＡに対して地代の減額請求をすることはできない。,本件契約が甲土地上で専ら賃貸アパート事業用の建物を所有する目的である場合、契約の 更新や建物の築造による存続期間の延長がない旨を定めるためには、公正証書で合意しなけ ればならない。,本件契約に建物買取請求権を排除する旨の特約が定められていない場合、本件契約が終了 したときは、その終了事由のいかんにかかわらず、ＢはＡに対してＢが甲土地上に所有して いる建物を時価で買い取るべきことを請求することができる。,本件契約がＢの居住のための建物を所有する目的であり契約の更新がない旨を定めていな い契約であって、期間満了する場合において甲土地上に建物があり、Ｂが契約の更新を請求 したとしても、Ａが遅滞なく異議を述べ、その異議に更新を拒絶する正当な事由があると認 められる場合は、本件契約は更新されない。,,3,R5;法令上の制限;借地借家法/借地
2023,12,法令上の制限,借地借家法/建物賃貸借,令和 5 年 7 月 1 日に締結された建物の賃貸借契約（定期建物賃貸借契約及び一時 使用目的の建物の賃貸借契約を除く。）に関する次の記述のうち、民法及び借地借家法の規定 並びに判例によれば、正しいものはどれか。,期間を 1 年未満とする建物の賃貸借契約は、期間を 1 年とするものとみなされる。,当事者間において、一定の期間は建物の賃料を減額しない旨の特約がある場合、現行賃料 が不相当になったなどの事情が生じたとしても、この特約は有効である。,賃借人が建物の引渡しを受けている場合において、当該建物の賃貸人が当該建物を譲渡す るに当たり、当該建物の譲渡人及び譲受人が、賃貸人たる地位を譲渡人に留保する旨及び当 該建物の譲受人が譲渡人に賃貸する旨の合意をしたときは、賃貸人たる地位は譲受人に移転 しない。,現行賃料が定められた時から一定の期間が経過していなければ、賃料増額請求は、認めら れない。,,3,R5;法令上の制限;借地借家法/建物賃貸借
2023,13,法令上の制限,区分所有法,建物の区分所有等に関する法律（以下この問において「法」という。）に関する 次の記述のうち、誤っているものはどれか。,集会においては、法で集会の決議につき特別の定数が定められている事項を除き、規約で 別段の定めをすれば、あらかじめ通知した事項以外についても決議することができる。,集会は、区分所有者の 4 分の 3 以上の同意があるときは、招集の手続を経ないで開くこと ができる。,共用部分の保存行為は、規約に別段の定めがある場合を除いて、各共有者がすることがで きるため集会の決議を必要としない。,一部共用部分に関する事項で区分所有者全員の利害に関係しないものについての区分所有 者全員の規約は、当該一部共用部分を共用すべき区分所有者が 8 人である場合、 3 人が反対 したときは変更することができない。,,3,R5;法令上の制限;区分所有法
2023,14,法令上の制限,不動産登記法,不動産の登記に関する次の記述のうち、不動産登記法の規定によれば、誤ってい るものはどれか。,建物が滅失したときは、表題部所有者又は所有権の登記名義人は、その滅失の日から 1 か 月以内に、当該建物の滅失の登記を申請しなければならない。,何人も、理由の有無にかかわらず、登記官に対し、手数料を納付して、登記簿の附属書類 である申請書を閲覧することができる。,共有物分割禁止の定めに係る権利の変更の登記の申請は、当該権利の共有者である全ての 登記名義人が共同してしなければならない。,区分建物の所有権の保存の登記は、表題部所有者から所有権を取得した者も、申請するこ とができる。,,3,R5;法令上の制限;不動産登記法
2023,15,法令上の制限,都市計画法,都市計画法に関する次の記述のうち、正しいものはどれか。,市街化調整区域は、土地利用を整序し、又は環境を保全するための措置を講ずることなく 放置すれば、将来における一体の都市としての整備に支障が生じるおそれがある区域とされ ている。,高度利用地区は、土地の合理的かつ健全な高度利用と都市機能の更新とを図るため、都市 計画に、建築物の高さの最低限度を定める地区とされている。,特定用途制限地域は、用途地域が定められている土地の区域内において、都市計画に、制 限すべき特定の建築物等の用途の概要を定める地域とされている。,地区計画は、用途地域が定められている土地の区域のほか、一定の場合には、用途地域が 定められていない土地の区域にも定めることができる。,,3,R5;法令上の制限;都市計画法
2023,16,法令上の制限,都市計画法,都市計画法に関する次の記述のうち、正しいものはどれか。ただし、この問にお いて条例による特別の定めはないものとし、「都道府県知事」とは、地方自治法に基づく指定 都市、中核市及び施行時特例市にあってはその長をいうものとする。,開発許可を申請しようとする者は、あらかじめ、開発行為に関係がある公共施設の管理者 と協議し、その同意を得なければならない。,開発許可を受けた者は、当該許可を受ける際に申請書に記載した事項を変更しようとする 場合においては、都道府県知事に届け出なければならないが、当該変更が国土交通省令で定 める軽微な変更に当たるときは、届け出なくてよい。,開発許可を受けた者は、当該開発行為に関する工事が完了し、都道府県知事から検査済証 を交付されたときは、遅滞なく、当該工事が完了した旨を公告しなければならない。,市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、自己の居住用の 住宅を新築しようとする全ての者は、当該建築が開発行為を伴わない場合であれば、都道府 県知事の許可を受けなくてよい。,,3,R5;法令上の制限;都市計画法
2023,17,法令上の制限,建築基準法,建築基準法に関する次の記述のうち、誤っているものはどれか。,地方公共団体は、条例で、津波、高潮、出水等による危険の著しい区域を災害危険区域と して指定し、当該区域内における住居の用に供する建築物の建築を禁止することができる。,"3 階建て以上の建築物の避難階以外の階を、床面積の合計が 1,500 m2 を超える物品販売 業の店舗の売場とする場合には、当該階から避難階又は地上に通ずる 2 以上の直通階段を設 けなければならない。",建築物が防火地域及び準防火地域にわたる場合、その全部について準防火地域内の建築物 に関する規定を適用する。,石綿等をあらかじめ添加した建築材料は、石綿等を飛散又は発散させるおそれがないもの として国土交通大臣が定めたもの又は国土交通大臣の認定を受けたものを除き、使用しては ならない。,,3,R5;法令上の制限;建築基準法
2023,18,法令上の制限,建築基準法,次の記述のうち、建築基準法（以下この問において「法」という。）の規定によ れば、正しいものはどれか。,法第 53 条第 1 項及び第 2 項の建(cid:7789)率制限に係る規定の適用については、準防火地域内に ある準耐火建築物であり、かつ、街区の角にある敷地又はこれに準ずる敷地で特定行政庁が 指定するものの内にある建築物にあっては同条第 1 項各号に定める数値に 10 分の 2 を加え たものをもって当該各号に定める数値とする。,建築物又は敷地を造成するための擁壁は、道路内に、又は道路に突き出して建築し、又は 築造してはならず、地盤面下に設ける建築物においても同様である。,地方公共団体は、その敷地が袋路状道路にのみ接する建築物であって、延べ面積が 150 m2 を超えるものについては、一戸建ての住宅であっても、条例で、その敷地が接しなければな らない道路の幅員、その敷地が道路に接する部分の長さその他その敷地又は建築物と道路と の関係に関して必要な制限を付加することができる。,冬至日において、法第 56 条の 2 第 1 項の規定による日影規制の対象区域内の土地に日影 を生じさせるものであっても、対象区域外にある建築物であれば一律に、同項の規定は適用 されない。,,3,R5;法令上の制限;建築基準法
2023,19,法令上の制限,宅地造成等規制法,宅地造成等規制法に関する次の記述のうち、誤っているものはどれか。なお、こ の問において「都道府県知事」とは、地方自治法に基づく指定都市、中核市及び施行時特例市 にあってはその長をいうものとする。,都道府県知事は、関係市町村長の意見を聴いて、宅地造成工事規制区域内で、宅地造成に 伴う災害で相当数の居住者その他の者に危害を生ずるものの発生のおそれが大きい一団の造 成宅地の区域であって、一定の基準に該当するものを、造成宅地防災区域として指定するこ とができる。,都道府県知事は、その地方の気候、風土又は地勢の特殊性により、宅地造成等規制法の規 定のみによっては宅地造成に伴うがけ崩れ又は土砂の流出の防止の目的を達し難いと認める 場合は、都道府県（地方自治法に基づく指定都市、中核市又は施行時特例市の区域にあって は、それぞれ指定都市、中核市又は施行時特例市）の規則で、宅地造成工事規制区域内にお いて行われる宅地造成に関する工事の技術的基準を強化し、又は付加することができる。,都道府県知事は、宅地造成工事規制区域内の宅地について、宅地造成に伴う災害を防止す るために必要があると認める場合には、その宅地の所有者に対して、擁壁等の設置等の措置 をとることを勧告することができる。,宅地造成工事規制区域内の宅地において、雨水その他の地表水又は地下水を排除するため の排水施設の除却工事を行おうとする場合は、一定の場合を除き、都道府県知事への届出が 必要となる。,,3,R5;法令上の制限;宅地造成等規制法
2023,20,法令上の制限,土地区画整理法,土地区画整理法に関する次の記述のうち、誤っているものはどれか。,換地計画において定められた清算金は、換地処分の公告があった日の翌日において確定す る。,現に施行されている土地区画整理事業の施行地区となっている区域については、その施行 者の同意を得なければ、その施行者以外の者は、土地区画整理事業を施行することができな い。,施行者は、換地処分の公告があった場合において、施行地区内の土地及び建物について土 地区画整理事業の施行により変動があったときは、遅滞なく、その変動に係る登記を申請し、 又は嘱託しなければならない。,土地区画整理組合は、仮換地を指定しようとする場合においては、あらかじめ、その指定 について、土地区画整理審議会の同意を得なければならない。,,3,R5;法令上の制限;土地区画整理法
2023,21,税・価格・その他,農地法,農地に関する次の記述のうち、農地法（以下この問において「法」という。）の 規定によれば、誤っているものはどれか。,相続により農地を取得する場合は、法第 3 条第 1 項の許可を要しないが、相続人に該当し ない者が特定遺贈により農地を取得する場合は、同項の許可を受ける必要がある。,自己の所有する面積 4 アールの農地を農作物の育成又は養畜の事業のための農業用施設に 転用する場合は、法第 4 条第 1 項の許可を受ける必要はない。,法第 3 条第 1 項又は法第 5 条第 1 項の許可が必要な農地の売買について、これらの許可を 受けずに売買契約を締結しても、その所有権の移転の効力は生じない。,社会福祉事業を行うことを目的として設立された法人（社会福祉法人）が、農地をその目 的に係る業務の運営に必要な施設の用に供すると認められる場合、農地所有適格法人でなく ても、農業委員会の許可を得て、農地の所有権を取得することができる。,,3,R5;税・価格・その他;農地法
2023,22,税・価格・その他,国土利用計画法・重要土地等調査法,土地を取得する場合における届出に関する次の記述のうち、正しいものはどれか。 なお、この問において「事後届出」とは、国土利用計画法第 23 条の届出をいい、「重要土地等 調査法」とは、重要施設周辺及び国境離島等における土地等の利用状況の調査及び利用の規制 等に関する法律をいうものとする。,"都市計画区域外において、国から一団の土地である 6,000 m2 と 5,000 m2 の土地を購入し た者は、事後届出を行う必要はない。","市街化区域を除く都市計画区域内において、Ａが所有する 7,000 m2 の土地をＢが相続に より取得した場合、Ｂは事後届出を行う必要がある。","市街化区域において、Ｃが所有する 3,000 m2 の土地をＤが購入する契約を締結した場合、 Ｃ及びＤは事後届出を行わなければならない。",重要土地等調査法の規定による特別注視区域内にある 100 m2 の規模の土地に関する所有 権又はその取得を目的とする権利の移転をする契約を締結する場合には、当事者は、一定の 事項を、あらかじめ、内閣総理大臣に届け出なければならない。,,3,R5;税・価格・その他;国土利用計画法・重要土地等調査法
2023,23,税・価格・その他,税/印紙税,印紙税に関する次の記述のうち、正しいものはどれか。なお、以下の契約書はい ずれも書面により作成されたものとする。,売主Ａと買主Ｂが土地の譲渡契約書を 3 通作成し、Ａ、Ｂ及び仲介人Ｃがそれぞれ 1 通ず つ保存する場合、当該契約書 3 通には印紙税が課される。,"一の契約書に土地の譲渡契約（譲渡金額 5,000 万円）と建物の建築請負契約（請負金額 6,000 万円）をそれぞれ区分して記載した場合、印紙税の課税標準となる当該契約書の記載 金額は 1 億 1,000 万円である。","「Ｄの所有する甲土地（時価 2,000 万円）をＥに贈与する」旨を記載した贈与契約書を作 成した場合、印紙税の課税標準となる当該契約書の記載金額は、2,000 万円である。","当初作成の「土地を 1 億円で譲渡する」旨を記載した土地譲渡契約書の契約金額を変更す るために作成する契約書で、「当初の契約書の契約金額を 1,000 万円減額し、9,000 万円と する」旨を記載した変更契約書について、印紙税の課税標準となる当該変更契約書の記載金 額は、1,000 万円である。",,3,R5;税・価格・その他;税/印紙税
2023,24,税・価格・その他,税/不動産取得税,不動産取得税に関する次の記述のうち、正しいものはどれか。,不動産取得税の徴収については、特別徴収の方法によることができる。,不動産取得税は、目的税である。,不動産取得税は、不動産の取得に対し、当該不動産所在の市町村及び特別区において、当 該不動産の取得者に課する。,不動産取得税は、市町村及び特別区に対して、課することができない。,,3,R5;税・価格・その他;税/不動産取得税
2023,25,税・価格・その他,不動産鑑定評価基準,不動産の鑑定評価に関する次の記述のうち、不動産鑑定評価基準によれば、正し いものはどれか。,原価法は、価格時点における対象不動産の収益価格を求め、この収益価格について減価修 正を行って対象不動産の比準価格を求める手法である。,原価法は、対象不動産が建物又は建物及びその敷地である場合には適用することができる が、対象不動産が土地のみである場合においては、いかなる場合も適用することができない。,取引事例比較法における取引事例が、特殊事情のある事例である場合、その具体的な状況 が判明し、事情補正できるものであっても採用することは許されない。,取引事例比較法は、近隣地域若しくは同一需給圏内の類似地域等において対象不動産と類 似の不動産の取引が行われている場合又は同一需給圏内の代替競争不動産の取引が行われて いる場合に有効である。,,3,R5;税・価格・その他;不動産鑑定評価基準
2023,26,宅建業法,37条書面(電磁的方法),宅地建物取引業法第 37 条の規定により交付すべき書面に記載すべき事項を電磁 的方法により提供すること（以下この問において「37 条書面の電磁的方法による提供」とい う。）に関する次の記述のうち、正しいものはいくつあるか。 ア　宅地建物取引業者が自ら売主として締結する売買契約において、当該契約の相手方から宅 地建物取引業法施行令第 3 条の 4 第 1 項に規定する承諾を得なければ、37 条書面の電磁的 方法による提供をすることができない。 イ　宅地建物取引業者が媒介業者として関与する売買契約について、宅地建物取引業法施行令 第 3 条の 4 第 1 項に規定する承諾を取得するための通知の中に宅地建物取引士を明示してお けば、37 条書面の電磁的方法による提供において提供に係る宅地建物取引士を明示する必 要はない。 ウ　宅地建物取引業者が自ら売主として締結する売買契約において、37 条書面の電磁的方法 による提供を行う場合、当該提供されたファイルへの記録を取引の相手方が出力することに より書面を作成できるものでなければならない。 エ　宅地建物取引業者が媒介業者として関与する建物賃貸借契約について、37 条書面の電磁 的方法による提供を行う場合、当該提供するファイルに記録された記載事項について、改変 が行われていないかどうかを確認することができる措置を講じなければならない。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;37条書面(電磁的方法)
2023,27,宅建業法,建物状況調査,宅地建物取引業法第 34 条の 2 第 1 項第 4 号に規定する建物状況調査（以下この 問において「建物状況調査」という。）に関する次の記述のうち、誤っているものはどれか。,建物状況調査とは、建物の構造耐力上主要な部分又は雨水の浸入を防止する部分として国 土交通省令で定めるものの状況の調査であって、経年変化その他の建物に生じる事象に関す る知識及び能力を有する者として国土交通省令で定める者が実施するものをいう。,宅地建物取引業者が建物状況調査を実施する者のあっせんを行う場合、建物状況調査を実 施する者は建築士法第 2 条第 1 項に規定する建築士であって国土交通大臣が定める講習を修 了した者でなければならない。,既存住宅の売買の媒介を行う宅地建物取引業者が売主に対して建物状況調査を実施する者 のあっせんを行った場合、宅地建物取引業者は売主から報酬とは別にあっせんに係る料金を 受領することはできない。,既存住宅の貸借の媒介を行う宅地建物取引業者は、宅地建物取引業法第 37 条の規定によ り交付すべき書面に建物の構造耐力上主要な部分等の状況について当事者の双方が確認した 事項を記載しなければならない。,,3,R5;宅建業法;建物状況調査
2023,28,宅建業法,不当勧誘等の禁止,宅地建物取引業者Ａの業務に関する次の記述のうち、宅地建物取引業法（以下こ の問において「法」という。）の規定に違反するものはいくつあるか。 ア　Ａの従業員Ｂが、Ｃが所有する戸建住宅の買取りを目的とした訪問勧誘をＣに対して行っ たところ、Ｃから「契約の意思がないので今後勧誘に来ないでほしい」と言われたことから、 後日、Ａは、別の従業員Ｄに同じ目的で訪問勧誘を行わせて、当該勧誘を継続した。 イ　Ａの従業員Ｅは、Ｆが所有する戸建住宅の買取りを目的とした電話勧誘をＦに対して行っ た際に、不実のことと認識しながら「今後 5 年以内にこの一帯は再開発されるので、急いで 売却した方がよい。」と説明した。 ウ　Ａの従業員Ｇは、Ｈが所有する戸建住宅の買取りを目的とした電話勧誘をＨに対して行お うと考え、23 時頃にＨの自宅に電話をかけ、勧誘を行い、Ｈの私生活の平穏を害し、Ｈを 困惑させた。 エ　Ａは、Ｊとの間でＪが所有する戸建住宅を買い取る売買契約を締結し、法第 37 条の規定 に基づく書面をＪに交付したが、Ａの宅地建物取引士に、当該書面に記名のみさせ、押印さ せることを省略した。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;不当勧誘等の禁止
2023,29,宅建業法,免許・取消,宅地建物取引業の免許（以下この問において「免許」という。）に関する次の記 述のうち、宅地建物取引業法の規定によれば、正しいものはどれか。,宅地建物取引業者Ａ社の使用人であって、Ａ社の宅地建物取引業を行う支店の代表者であ るものが、道路交通法の規定に違反したことにより懲役の刑に処せられたとしても、Ａ社の 免許は取り消されることはない。,宅地建物取引業者Ｂ社の取締役が、所得税法の規定に違反したことにより罰金の刑に処せ られたとしても、Ｂ社の免許は取り消されることはない。,宅地建物取引業者である個人Ｃが、宅地建物取引業法の規定に違反したことにより罰金の 刑に処せられたとしても、Ｃの免許は取り消されることはない。,宅地建物取引業者Ｄ社の非常勤の取締役が、刑法第 222 条（脅迫）の罪を犯したことによ り罰金の刑に処せられたとしても、Ｄ社の免許は取り消されることはない。,,3,R5;宅建業法;免許・取消
2023,30,宅建業法,営業保証金,宅地建物取引業者Ａ（甲県知事免許）の営業保証金に関する次の記述のうち、宅 地建物取引業法の規定によれば、正しいものはいくつあるか。なお、Ａは宅地建物取引業保証 協会の社員ではないものとする。 ア　Ａが免許を受けた日から 6 か月以内に甲県知事に営業保証金を供託した旨の届出を行わな いとき、甲県知事はその届出をすべき旨の催告をしなければならず、当該催告が到達した日 から 1 か月以内にＡが届出を行わないときは、その免許を取り消すことができる。 イ　Ａは、営業保証金を供託したときは、その供託物受入れの記載のある供託書の写しを添付 して、その旨を甲県知事に届け出なければならず、当該届出をした後でなければ、その事業 を開始することができない。 ウ　Ａは、営業保証金が還付され、甲県知事から営業保証金が政令で定める額に不足が生じた 旨の通知を受け、その不足額を供託したときは、30 日以内に甲県知事にその旨を届け出な ければならない。 エ　Ａが免許失効に伴い営業保証金を取り戻す際、供託した営業保証金につき還付を受ける権 利を有する者に対し、 3 か月を下らない一定期間内に申し出るべき旨を公告し、期間内にそ の申出がなかった場合でなければ、取り戻すことができない。,一つ,二つ,三つ,四つ,,3,R5;宅建業法;営業保証金
2023,31,宅建業法,広告規制,宅地建物取引業者がその業務に関して行う広告に関する次の記述のうち、宅地建 物取引業法（以下この問において「法」という。）の規定によれば、正しいものはどれか。な お、この問において「建築確認」とは、建築基準法第 6 条第 1 項の確認をいうものとする。,宅地又は建物の売買に関する注文を受けたときは、遅滞なくその注文をした者に対して取 引態様の別を明らかにしなければならないが、当該注文者が事前に取引態様の別を明示した 広告を見てから注文してきた場合においては、取引態様の別を遅滞なく明らかにする必要は ない。,既存の住宅に関する広告を行うときは、法第 34 条の 2 第 1 項第 4 号に規定する建物状況 調査を実施しているかどうかを明示しなければならない。,これから建築工事を行う予定である建築確認申請中の建物については、当該建物の売買の 媒介に関する広告をしてはならないが、貸借の媒介に関する広告はすることができる。,販売する宅地又は建物の広告に関し、著しく事実に相違する表示をした場合、監督処分の 対象となるだけでなく、懲役若しくは罰金に処せられ、又はこれを併科されることもある。,,3,R5;宅建業法;広告規制
2023,32,宅建業法,届出（変更・廃止等）,宅地建物取引業者が行う届出に関する次の記述のうち、宅地建物取引業法の規定 によれば、誤っているものはどれか。,宅地建物取引業者Ａ（甲県知事免許）が、新たに宅地建物取引業を営む支店を甲県内に設 置した場合、Ａはその日から 30 日以内にその旨を甲県知事に届け出なければならない。,宅地建物取引業者Ｂ（乙県知事免許）が、宅地建物取引業者ではないＣとの合併により消 滅した場合、Ｂを代表する役員であった者は、その日から 30 日以内にその旨を乙県知事に 届け出なければならない。,宅地建物取引業者Ｄ（丙県知事免許）が、本店における専任の宅地建物取引士Ｅの退職に 伴い、新たに専任の宅地建物取引士Ｆを本店に置いた場合、Ｄはその日から 30 日以内にそ の旨を丙県知事に届け出なければならない。,宅地建物取引業者Ｇ（丁県知事免許）が、その業務に関し展示会を丁県内で実施する場合、 展示会を実施する場所において売買契約の締結（予約を含む。）又は売買契約の申込みの受 付を行うときは、Ｇは展示会での業務を開始する日の 5 日前までに展示会を実施する場所に ついて丁県知事に届け出なければならない。,,3,R5;宅建業法;届出（変更・廃止等）
2023,33,宅建業法,35条/重要事項説明,宅地建物取引業法第 35 条に規定する重要事項の説明に関する次の記述のうち、 正しいものはどれか。,甲宅地を所有する宅地建物取引業者Ａが、乙宅地を所有する宅地建物取引業者ではない個 人Ｂと、甲宅地と乙宅地の交換契約を締結するに当たって、Ｂに対して、甲宅地に関する重 要事項の説明を行う義務はあるが、乙宅地に関する重要事項の説明を行う義務はない。,宅地の売買における当該宅地の引渡しの時期について、重要事項説明において説明しなけ ればならない。,宅地建物取引業者が売主となる宅地の売買に関し、売主が買主から受領しようとする金銭 のうち、買主への所有権移転の登記以後に受領するものに対して、宅地建物取引業法施行規 則第 16 条の 4 に定める保全措置を講ずるかどうかについて、重要事項説明書に記載する必 要がある。,重要事項説明書の電磁的方法による提供については、重要事項説明を受ける者から電磁的 方法でよいと口頭で依頼があった場合、改めて電磁的方法で提供することについて承諾を得 る必要はない。,,3,R5;宅建業法;35条/重要事項説明
2023,34,宅建業法,報酬規程（賃貸）,"宅地建物取引業者Ａ（消費税課税事業者）は貸主Ｂから建物の貸借の媒介の依頼 を受け、宅地建物取引業者Ｃ（消費税課税事業者）は借主Ｄから建物の貸借の媒介の依頼を受 け、ＢとＤとの間で、 1 か月分の借賃を 12 万円（消費税等相当額を含まない。）とする賃貸借 契約（以下この問において「本件契約」という。）を成立させた場合における次の記述のうち、 宅地建物取引業法の規定に違反するものはいくつあるか。 ア　本件契約が建物を住居として貸借する契約である場合に、Ｃは、媒介の依頼を受けるに当 たってＤから承諾を得ないまま、132,000 円の報酬を受領した。 イ　ＡはＢから事前に特別な広告の依頼があったので、依頼に基づく大手新聞掲載広告料金に 相当する額をＢに請求し、受領した。 ウ　ＣはＤに対し、賃貸借契約書の作成費を、Ｄから限度額まで受領した媒介報酬の他に請求 して受領した。 エ　本件契約が建物を事務所として貸借する契約である場合に、報酬として、ＡはＢから 132,000 円を、ＣはＤから 132,000 円をそれぞれ受領した。",一つ,二つ,三つ,四つ,,3,R5;宅建業法;報酬規程（賃貸）
